날짜,NAV,시가,고가,저가,종가,거래량,괴리율,추적오차율
2015-04-29,26806.47,26950,27080,26585,26770,8740568,-0.14,1.76
2015-04-30,26643.74,26685,26720,26555,26650,7481911,0.02,1.76
2015-05-04,26737.63,26695,26805,26650,26735,2783809,-0.01,1.76
2015-05-06,26407.33,26635,26635,26280,26305,6136602,-0.39,1.75
2015-05-07,26251.02,26280,26290,26000,26185,8961700,-0.25,1.75
2015-05-08,26084.61,26195,26205,26075,26075,7396077,-0.04,1.75
2015-05-11,26154.92,26240,26325,26120,26120,4650746,-0.13,1.75
2015-05-12,26148.79,26100,26155,26020,26105,4239176,-0.17,1.75
2015-05-13,26329.85,26110,26325,26110,26265,3581756,-0.25,1.75
2015-05-14,26373.63,26225,26325,26175,26300,3285747,-0.28,1.75
2015-05-15,26137.81,26405,26480,26035,26040,8188560,-0.37,1.75
2015-05-18,26205.65,26095,26105,25955,26100,8130048,-0.4,1.75
2015-05-19,26299.89,26100,26295,26030,26220,5531626,-0.3,1.75
2015-05-20,26547.44,26280,26475,26230,26460,3400702,-0.33,1.75
2015-05-21,26274.28,26415,26455,26145,26160,8745465,-0.43,1.75
2015-05-22,26610.97,26245,26525,26225,26500,7939862,-0.42,1.75
2015-05-26,26548.71,26585,26585,26360,26450,5822231,-0.37,1.76
2015-05-27,26021.18,26315,26325,25865,25920,8578587,-0.39,1.76
2015-05-28,26013.23,26000,26090,25915,25915,13302831,-0.38,1.76
2015-05-29,26044.17,25850,26150,25810,26050,5489352,0.02,1.76
2015-06-01,25878.63,25970,25970,25645,25815,4786901,-0.25,1.76
2015-06-02,25631.2,25790,25885,25500,25570,8142523,-0.24,1.76
2015-06-03,25413.86,25595,25660,25315,25335,7287262,-0.31,1.76
2015-06-04,25547.88,25405,25605,25325,25430,9656272,-0.46,1.75
2015-06-05,25495.85,25335,25510,25295,25400,3946319,-0.38,1.75
2015-06-08,25423.49,25370,25395,25240,25350,6451265,-0.29,1.75
2015-06-09,25351.38,25350,25445,25190,25310,3972648,-0.16,1.75
2015-06-10,25210.52,25380,25440,25115,25160,5570572,-0.2,1.75
2015-06-11,25223.6,25230,25280,25110,25255,10214709,0.12,1.75
2015-06-12,25158.17,25300,25410,24985,25040,5509843,-0.47,1.75
2015-06-15,25066.22,24900,25050,24825,24955,7826622,-0.44,1.75
2015-06-16,24841.78,24935,24985,24550,24750,7973134,-0.37,1.75
2015-06-17,24900.29,24765,24795,24630,24770,10359853,-0.52,1.75
2015-06-18,24961.73,24875,25015,24760,24845,9209730,-0.47,1.75
2015-06-19,24977.97,24980,25025,24870,24970,4408141,-0.03,1.75
2015-06-22,25092.08,25050,25165,24965,25055,5931845,-0.15,1.75
2015-06-23,25443.11,25190,25420,25130,25390,5572125,-0.21,1.75
2015-06-24,25483.5,25425,25450,25340,25380,4890241,-0.41,1.75
2015-06-25,25372.7,25300,25415,25255,25360,4698519,-0.05,1.75
2015-06-26,25439.31,25275,25435,25180,25375,4719128,-0.25,1.75
2015-06-29,25135.44,25145,25145,24920,25050,7071238,-0.34,1.75
2015-06-30,25238.16,24980,25155,24960,25155,4623882,-0.33,1.75
2015-07-01,25517.15,25130,25460,25070,25440,4828687,-0.3,1.75
2015-07-02,25562.95,25465,25545,25440,25470,3608635,-0.36,1.75
2015-07-03,25477.8,25455,25495,25295,25395,3816427,-0.32,1.75
2015-07-06,24839.93,25085,25245,24750,24765,5255514,-0.3,1.75
2015-07-07,24812.85,24890,24920,24670,24815,10062052,0.01,1.75
2015-07-08,24502.48,24810,24845,24475,24475,7928795,-0.11,1.75
2015-07-09,24687.2,24355,24640,24180,24640,12416582,-0.19,1.75
2015-07-10,24696.59,24715,24740,24555,24660,6785632,-0.15,1.75
2015-07-13,24995.91,24660,25005,24600,24925,4212367,-0.28,1.75
2015-07-14,24878.45,24970,24970,24735,24805,5489700,-0.3,1.75
2015-07-15,24978.87,24895,25105,24780,24880,5596479,-0.4,1.75
2015-07-16,25158.8,24840,25065,24840,25065,4770766,-0.37,1.75
2015-07-17,25033.53,25175,25210,24850,24915,4648482,-0.47,1.75
2015-07-20,24902.86,24910,25030,24800,24875,3845662,-0.11,1.75
2015-07-21,25045.1,24880,25065,24795,24925,3916775,-0.48,1.75
2015-07-22,24799.47,24790,24855,24625,24710,5803394,-0.36,1.75
2015-07-23,24743.61,24745,24765,24590,24700,9004442,-0.18,1.75
2015-07-24,24507.37,24575,24600,24375,24420,4917797,-0.36,1.75
2015-07-27,24513.32,24310,24515,24275,24465,10715813,-0.2,1.75
2015-07-28,24535.94,24395,24545,24295,24510,4750193,-0.11,1.75
2015-07-29,24606.17,24600,24645,24510,24610,4474796,0.02,1.75
2015-07-30,24369.56,24615,24655,24380,24380,4915220,0.04,1.75
2015-07-31,24442.04,24385,24425,24185,24305,10212211,-0.56,1.75
2015-08-03,24169.38,24345,24345,24115,24175,11062680,0.02,1.75
2015-08-04,24376.58,24165,24290,24160,24280,6971590,-0.4,1.75
2015-08-05,24335.55,24265,24380,24205,24295,4792411,-0.17,1.75
2015-08-06,24030.38,24340,24355,24025,24025,5957038,-0.02,1.75
2015-08-07,24005.21,23940,24020,23870,23980,9808480,-0.11,1.75
2015-08-10,23945.75,23920,23960,23820,23915,6752931,-0.13,1.75
2015-08-11,23816.2,24050,24200,23810,23810,7190014,-0.03,1.75
2015-08-12,23744.26,23745,23870,23510,23665,9088377,-0.33,1.75
2015-08-13,23753.42,23635,23800,23585,23770,8950719,0.07,1.75
2015-08-17,23558.62,23835,23835,23565,23580,5524828,0.09,1.75
2015-08-18,23537.64,23630,23685,23530,23540,7890443,0.01,1.75
2015-08-19,23444.85,23510,23570,23280,23360,10214109,-0.36,1.75
2015-08-20,23178.33,23330,23355,23120,23120,9760693,-0.25,1.75
2015-08-21,22736.72,22655,22840,22600,22760,14811919,0.1,1.75
2015-08-24,22174.46,22540,22645,21715,22230,20996907,0.25,1.75
2015-08-25,22328.03,22260,22530,21825,22305,23559183,-0.1,1.75
2015-08-26,22791.09,22180,22775,22065,22725,15344928,-0.29,1.75
2015-08-27,22914.89,22865,22990,22745,22860,11883626,-0.24,1.75
2015-08-28,23253.83,23055,23190,23030,23190,11204663,-0.27,1.75
2015-08-31,23297.49,23105,23165,22985,23160,6960587,-0.59,1.75
2015-09-01,23031.71,23120,23200,22920,22930,6408506,-0.44,1.77
2015-09-02,23068.12,22690,23100,22685,22980,4226323,-0.38,1.77
2015-09-03,23117.08,23080,23145,22970,23025,4994394,-0.4,1.77
2015-09-04,22865.53,23045,23090,22760,22830,5796693,-0.16,1.77
2015-09-07,22805.1,22780,22950,22705,22775,5995186,-0.13,1.77
2015-09-08,22848.83,22830,22865,22685,22820,4782918,-0.13,1.77
2015-09-09,23515.34,23050,23505,23040,23505,7019408,-0.04,1.76
2015-09-10,23793.03,23355,23615,23285,23465,16119662,-1.38,1.76
2015-09-11,23448.91,23465,23600,23375,23405,5706526,-0.19,1.76
2015-09-14,23380.01,23480,23490,23155,23275,7245411,-0.45,1.76
2015-09-15,23433.33,23280,23395,23245,23330,6282845,-0.44,1.76
2015-09-16,23953.59,23485,23995,23485,23840,9129951,-0.47,1.76
2015-09-17,24004.74,24085,24105,23920,23940,13153513,-0.27,1.76
2015-09-18,24188.86,23885,24180,23675,24115,7790701,-0.31,1.76
2015-09-21,23747.33,23835,23900,23610,23690,7700570,-0.24,1.76
2015-09-22,23943.22,23765,23875,23670,23820,6244410,-0.51,1.76
2015-09-23,23500.02,23560,23740,23465,23505,6130350,0.02,1.76
2015-09-24,23499.63,23580,23615,23430,23510,6535092,0.04,1.76
2015-09-25,23451.14,23470,23565,23315,23475,7066136,0.1,1.76
2015-09-30,23743.06,23130,23675,23105,23640,6054689,-0.43,1.77
2015-10-01,23935.08,23625,24035,23565,23900,6554342,-0.15,1.77
2015-10-02,23786.24,23875,23925,23720,23745,7608128,-0.17,1.77
2015-10-05,23870.3,23840,24075,23735,23770,5584478,-0.42,1.76
2015-10-06,24091.35,24040,24115,23965,23995,6031053,-0.4,1.76
2015-10-07,24425.75,24050,24370,24050,24360,7295329,-0.27,1.76
2015-10-08,24676.71,24460,24550,24355,24535,12072168,-0.57,1.76
2015-10-12,24721.97,24620,24805,24565,24680,9479695,-0.17,1.76
2015-10-13,24677.3,24660,24755,24545,24620,7919591,-0.23,1.76
2015-10-14,24566.58,24580,24595,24395,24530,4957550,-0.15,1.76
2015-10-15,24861.93,24525,24910,24510,24805,6054719,-0.23,1.76
2015-10-16,24808.52,24860,24870,24710,24760,6991819,-0.2,1.76
2015-10-19,24819.26,24825,24860,24660,24770,5332612,-0.2,1.76
2015-10-20,24924.27,24750,24875,24710,24825,3372163,-0.4,1.76
2015-10-21,24995.49,24815,25105,24815,24925,8376375,-0.28,1.76
2015-10-22,24792.69,24855,24930,24740,24790,8887869,-0.01,1.76
2015-10-23,25012.69,25040,25170,24940,24980,7881236,-0.13,1.76
2015-10-26,25107.98,25105,25105,24995,25040,5380822,-0.27,1.76
2015-10-27,25075.65,25005,25065,24895,25030,3190399,-0.18,1.76
2015-10-28,25052.55,25035,25035,24835,25015,3629913,-0.15,1.76
2015-10-29,24966.51,25035,25305,24885,24960,5831018,-0.03,1.76
2015-10-30,25013.61,24890,25095,24875,25075,6977348,0.25,1.76
2015-11-02,25133.28,24995,25070,24915,25015,3308703,-0.47,1.76
2015-11-03,25285.31,25180,25330,25165,25250,4514609,-0.14,1.76
2015-11-04,25306.04,25330,25370,25150,25245,7778111,-0.24,1.76
2015-11-05,25251.66,25185,25230,25065,25210,4738241,-0.16,1.76
2015-11-06,25097.79,25165,25230,24985,25045,3718448,-0.21,1.76
2015-11-09,24994.55,24975,25025,24850,24950,5320240,-0.18,1.76
2015-11-10,24658.76,24815,24815,24570,24585,4346839,-0.3,1.76
2015-11-11,24657.98,24535,24635,24420,24550,6154272,-0.44,1.76
2015-11-12,24585.88,24540,24600,24490,24590,3680370,0.02,1.76
2015-11-13,24342.28,24325,24405,24250,24250,3819027,-0.38,1.76
2015-11-16,23958.61,23980,24135,23965,23980,6331940,0.09,1.76
2015-11-17,24198.92,24195,24260,24105,24185,6450613,-0.06,1.76
2015-11-18,24216.13,24130,24235,24105,24120,3103197,-0.4,1.76
2015-11-19,24550.98,24340,24460,24240,24445,3324508,-0.43,1.76
2015-11-20,24550.15,24485,24535,24445,24485,2751513,-0.27,1.76
2015-11-23,24664.21,24535,24690,24525,24645,2850331,-0.08,1.76
2015-11-24,24823.06,24645,24765,24635,24755,3475185,-0.27,1.76
2015-11-25,24729.33,24740,24755,24640,24735,4145299,0.02,1.76
2015-11-26,25014.68,24755,25035,24750,25025,4867706,0.04,1.76
2015-11-27,24979.31,25045,25075,24950,24965,7219909,-0.06,1.76
2015-11-30,24494.2,24855,24860,24380,24490,5439541,-0.02,1.76
2015-12-01,24940.88,24560,24890,24560,24850,6721369,-0.36,1.76
2015-12-02,24730.08,24850,24865,24690,24690,4396713,-0.16,1.76
2015-12-03,24536.91,24540,24540,24310,24470,6307010,-0.27,1.76
2015-12-04,24282.17,24195,24340,24180,24210,10029986,-0.3,1.76
2015-12-07,24134.57,24375,24395,24125,24125,5700725,-0.04,1.76
2015-12-08,23989.51,24100,24235,23965,24010,6643175,0.09,1.76
2015-12-09,24005.94,24030,24090,23965,24005,3655477,-0.0,1.76
2015-12-10,24126.48,24000,24210,23920,24150,8971616,0.1,1.76
2015-12-11,24100.52,24105,24260,24035,24100,5556114,-0.0,1.76
2015-12-14,23883.06,23895,23915,23740,23895,7310410,0.05,1.76
2015-12-15,23944.71,23985,24030,23875,23940,5300412,-0.02,1.76
2015-12-16,24414.56,24140,24500,24110,24420,8567232,0.02,1.76
2015-12-17,24482.98,24530,24605,24325,24390,8313169,-0.38,1.76
2015-12-18,24365.89,24185,24470,24170,24345,4098799,-0.09,1.76
2015-12-21,24441.34,24370,24535,24215,24455,4752517,0.06,1.76
2015-12-22,24613.34,24415,24530,24290,24490,5232030,-0.5,1.76
2015-12-23,24718.59,24560,24805,24530,24740,8991592,0.09,1.76
2015-12-24,24598.65,24855,24880,24580,24580,11424211,-0.08,1.76
2015-12-28,24243.08,24600,24635,24250,24250,6297037,0.03,1.76
2015-12-29,24562.75,24310,24470,24225,24470,4947236,-0.38,1.97
2015-12-30,24475.48,24530,24590,24335,24345,7619883,-0.53,1.97
2016-01-04,23896.74,24265,24275,23850,23850,6928106,-0.2,1.97
2016-01-04,23896.74,24265,24275,23850,23850,6928106,-0.2,1.97
2016-01-05,24046.2,23805,24085,23805,24000,12419517,-0.19,1.97
2016-01-06,23893.16,24000,24025,23705,23825,10875053,-0.29,1.97
2016-01-07,23622.51,23775,23865,23540,23600,11213386,-0.1,1.97
2016-01-08,23798.54,23460,23790,23410,23765,12256496,-0.14,1.97
2016-01-11,23512.62,23465,23585,23405,23500,10958834,-0.05,1.97
2016-01-12,23481.72,23610,23670,23385,23430,11482979,-0.22,1.97
2016-01-13,23784.95,23540,23810,23535,23760,6266754,-0.1,1.97
2016-01-14,23567.95,23490,23535,23315,23535,11743773,-0.14,1.97
2016-01-15,23302.52,23730,23780,23180,23290,14708099,-0.05,1.97
2016-01-18,23282.62,23050,23310,22965,23270,13340313,-0.05,1.97
2016-01-19,23433.34,23270,23395,23065,23395,7491171,-0.16,1.97
2016-01-20,22869.81,23285,23310,22705,22860,18654631,-0.04,1.97
2016-01-21,22798.64,22870,23040,22795,22805,21662805,0.03,1.97
2016-01-22,23301.69,23030,23300,23015,23300,10685009,-0.01,1.97
2016-01-25,23444.12,23385,23555,23290,23425,7052432,-0.08,1.97
2016-01-26,23138.96,23290,23315,23000,23130,7114632,-0.04,1.97
2016-01-27,23519.38,23315,23500,23295,23455,9841202,-0.27,1.97
2016-01-28,23573.81,23280,23515,23185,23490,8797919,-0.36,1.97
2016-01-29,23637.22,23415,23530,23270,23525,6034975,-0.47,1.97
2016-02-01,23794.81,23645,23805,23595,23695,6549363,-0.42,1.97
2016-02-02,23536.6,23605,23695,23510,23530,4881273,-0.03,1.97
2016-02-03,23319.85,23285,23305,23150,23260,3880539,-0.26,1.97
2016-02-04,23725.59,23425,23710,23395,23690,8733034,-0.15,1.97
2016-02-05,23765.75,23655,23815,23635,23750,6815237,-0.07,1.97
2016-02-11,23095.51,23240,23270,23055,23110,9004346,0.06,1.98
2016-02-12,22919.72,22985,23085,22775,22940,21102574,0.09,1.98
2016-02-15,23266.54,23180,23305,23130,23240,11780526,-0.11,1.98
2016-02-16,23585.22,23260,23630,23260,23580,6015075,-0.02,1.98
2016-02-17,23625.84,23525,23725,23495,23610,6529035,-0.07,1.98
2016-02-18,23909.6,23925,23925,23790,23810,7532432,-0.42,1.98
2016-02-19,23963.33,23770,23885,23770,23860,8483098,-0.43,1.98
2016-02-22,23932.52,23800,23980,23755,23900,7132764,-0.14,1.97
2016-02-23,23941.41,24025,24035,23850,23905,5621276,-0.15,1.97
2016-02-24,23926.69,23875,23970,23780,23885,5258370,-0.17,1.97
2016-02-25,23973.12,23935,24100,23825,23910,5827686,-0.26,1.97
2016-02-26,23959.31,24015,24070,23910,23960,6107882,0.0,1.97
2016-02-29,23901.13,23895,24045,23860,23930,6109176,0.12,1.97
2016-03-02,24328.31,24210,24315,24190,24295,9181257,-0.14,1.97
2016-03-03,24475.89,24350,24375,24305,24370,10971645,-0.43,1.97
2016-03-04,24439.02,24370,24435,24325,24375,6674559,-0.26,1.97
2016-03-07,24485.88,24425,24480,24410,24425,6048657,-0.25,1.98
2016-03-08,24305.07,24460,24470,24180,24255,6036529,-0.21,1.97
2016-03-09,24374.24,24210,24360,24170,24360,5275656,-0.06,1.97
2016-03-10,24610.13,24410,24705,24390,24585,8053442,-0.1,1.97
2016-03-11,24663.44,24595,24690,24565,24640,6403933,-0.1,1.97
2016-03-14,24681.35,24780,24780,24600,24620,8175260,-0.25,1.98
2016-03-15,24649.24,24620,24695,24520,24600,5265123,-0.2,1.97
2016-03-16,24701.67,24660,24775,24605,24665,5109429,-0.15,1.97
2016-03-17,24877.01,24770,25010,24755,24800,13686198,-0.31,1.97
2016-03-18,24930.88,24910,24915,24765,24815,5537119,-0.46,1.97
2016-03-21,24895.4,24905,24965,24710,24785,3691275,-0.44,1.98
2016-03-22,25010.58,24845,24910,24795,24910,3391564,-0.4,1.97
2016-03-23,24990.94,24920,25000,24855,24890,5018319,-0.4,1.97
2016-03-24,24875.48,24815,24900,24725,24825,4471112,-0.2,1.97
2016-03-25,24845.25,24870,24880,24770,24780,3739345,-0.26,1.97
2016-03-28,24860.33,24780,24895,24770,24820,3106925,-0.16,1.98
2016-03-29,25019.37,24820,24980,24820,24950,7442377,-0.28,1.97
2016-03-30,25122.56,25060,25125,25035,25060,8646915,-0.25,1.97
2016-03-31,25052.05,25105,25110,24885,24955,6169286,-0.39,1.97
2016-04-01,24694.8,24925,24945,24600,24600,5873019,-0.38,1.97
2016-04-04,24765.85,24620,24675,24565,24645,4534992,-0.49,1.98
2016-04-05,24515.05,24580,24590,24415,24440,3235081,-0.31,1.97
2016-04-06,24659.41,24440,24610,24430,24565,5765736,-0.38,1.97
2016-04-07,24686.55,24660,24705,24480,24580,3262219,-0.43,1.97
2016-04-08,24632.71,24435,24555,24320,24530,4175754,-0.42,1.97
2016-04-11,24662.41,24525,24590,24425,24550,4489748,-0.46,1.98
2016-04-12,24829.22,24555,24760,24535,24745,3786372,-0.34,1.97
2016-04-14,25355.07,25115,25260,25050,25250,6799776,-0.41,1.98
2016-04-15,25319.08,25235,25310,25205,25230,8429479,-0.35,1.98
2016-04-18,25263.65,25045,25165,25000,25145,3563670,-0.47,1.98
2016-04-19,25252.2,25220,25300,25165,25180,3458417,-0.29,1.98
2016-04-20,25187.09,25220,25340,25095,25095,3405538,-0.37,1.98
2016-04-21,25403.11,25210,25345,25190,25290,3198893,-0.45,1.98
2016-04-22,25293.28,25205,25270,25160,25195,4006546,-0.39,1.98
2016-04-25,25272.89,25200,25210,25085,25165,4152831,-0.43,1.98
2016-04-26,25352.37,25160,25330,25140,25240,2157664,-0.44,1.98
2016-04-27,24873.54,25230,25275,25215,25240,4288114,1.47,2.68
2016-04-28,24630.71,24910,24910,24530,24530,8303112,-0.41,2.41
2016-04-29,24522.78,24530,24555,24345,24450,4103000,-0.3,2.41
2016-05-02,24350.74,24400,24405,24250,24265,4681049,-0.35,2.41
2016-05-03,24432.42,24365,24385,24275,24340,4827054,-0.38,2.4
2016-05-04,24335.73,24225,24290,24145,24215,4394388,-0.5,2.4
2016-05-09,24229.13,24215,24255,24125,24175,5981643,-0.22,2.41
2016-05-10,24372.97,24125,24270,24115,24270,3887521,-0.42,2.41
2016-05-11,24312.21,24345,24350,24125,24245,4838240,-0.28,2.41
2016-05-12,24239.69,24165,24260,24090,24190,6711310,-0.2,2.41
2016-05-13,24064.82,24180,24190,23960,24000,4100542,-0.27,2.41
2016-05-16,24087.76,23935,24100,23915,24035,8244805,-0.22,2.41
2016-05-17,24108.81,24070,24080,23960,24050,3626007,-0.24,2.41
2016-05-18,23987.58,23985,23985,23780,23915,6516665,-0.3,2.41
2016-05-19,23909.55,23840,23900,23810,23850,4323292,-0.25,2.41
2016-05-20,23879.55,23815,23915,23790,23850,2454959,-0.12,2.41
2016-05-23,23990.01,23890,23945,23735,23915,3320346,-0.31,2.41
2016-05-24,23769.95,23885,23885,23740,23745,3647086,-0.1,2.41
2016-05-25,24096.7,23885,24095,23880,24080,7316884,-0.07,2.4
2016-05-26,24062.56,24090,24140,24005,24035,6910397,-0.11,2.4
2016-05-27,24189.55,24075,24170,24030,24160,4718773,-0.12,2.4
2016-05-30,24176.85,24160,24160,23990,24105,4034210,-0.3,2.41
2016-05-31,24366.21,24075,24300,23970,24300,4623806,-0.27,2.4
2016-06-01,24360.44,24225,24345,24170,24315,5285423,-0.19,2.4
2016-06-02,24420.94,24305,24365,24270,24360,4575200,-0.25,2.4
2016-06-03,24440.72,24405,24425,24325,24400,4734457,-0.17,2.4
2016-06-07,24786.41,24435,24740,24435,24725,5799058,-0.25,2.41
2016-06-08,25004.92,24725,24975,24720,24975,7767048,-0.12,2.41
2016-06-09,25015.75,24960,25110,24845,24965,9688708,-0.2,2.41
2016-06-10,24892.25,24950,24955,24865,24865,7425178,-0.11,2.41
2016-06-13,24402.45,24685,24700,24350,24350,6826234,-0.21,2.41
2016-06-14,24332.98,24310,24380,24195,24270,4587339,-0.26,2.41
2016-06-15,24327.07,24225,24355,24160,24260,4026938,-0.28,2.41
2016-06-16,24158.54,24270,24310,23995,24075,5969003,-0.35,2.41
2016-06-17,24160.52,24235,24345,24100,24115,7078421,-0.19,2.41
2016-06-20,24514.06,24340,24490,24325,24450,3442351,-0.26,2.41
2016-06-21,24530.54,24430,24475,24335,24450,3969436,-0.33,2.41
2016-06-22,24671.24,24465,24655,24400,24590,3413129,-0.33,2.41
2016-06-23,24627.36,24585,24640,24540,24605,5371171,-0.09,2.41
2016-06-24,23918.27,24700,24765,23475,23815,19625354,-0.43,2.41
2016-06-27,23924.85,23760,23890,23680,23880,15481345,-0.19,2.41
2016-06-28,24005.01,23650,24015,23630,23940,12372785,-0.27,2.41
2016-06-29,24249.83,24060,24345,24005,24225,6426649,-0.1,2.41
2016-06-30,24431.51,24350,24400,24215,24400,5709180,-0.13,2.41
2016-07-01,24668.59,24420,24675,24405,24600,7538112,-0.28,2.41
2016-07-04,24778.9,24600,24725,24560,24685,5154796,-0.38,2.41
2016-07-05,24708.18,24655,24700,24580,24655,4674435,-0.22,2.41
2016-07-06,24204.34,24555,24555,24050,24160,11041991,-0.18,2.41
2016-07-07,24477.97,24285,24480,24220,24435,8326585,-0.18,2.41
2016-07-08,24360.97,24375,24495,24245,24310,3733593,-0.21,2.41
2016-07-11,24715.57,24540,24725,24540,24670,5807082,-0.18,2.41
2016-07-12,24731.08,24705,24810,24600,24670,7246168,-0.25,2.41
2016-07-13,24941.58,24860,24955,24735,24835,10864469,-0.43,2.41
2016-07-14,24996.99,24815,24930,24790,24880,7325438,-0.47,2.41
2016-07-15,25118.37,24995,25105,24920,25005,8123086,-0.45,2.41
2016-07-18,25168.59,25015,25105,25000,25050,4722976,-0.47,2.41
2016-07-19,25113.54,25085,25085,24950,25015,3536734,-0.39,2.41
2016-07-20,25082.69,25005,25005,24840,24970,3956238,-0.45,2.41
2016-07-21,25060.46,25070,25085,24940,24995,1655442,-0.26,2.41
2016-07-22,25018.92,24890,25020,24825,24980,1647776,-0.16,2.41
2016-07-25,25080.66,25045,25100,24940,24995,3069100,-0.34,2.41
2016-07-26,25287.51,24970,25230,24940,25215,2570391,-0.29,2.41
2016-07-27,25277.81,25210,25275,25195,25200,3237968,-0.31,2.41
2016-07-28,25190.12,25200,25250,25070,25135,3240044,-0.22,2.41
2016-07-29,25152.88,25130,25280,25080,25115,2875706,-0.15,2.41
2016-08-01,25386.07,25200,25335,25200,25320,5174666,-0.26,2.41
2016-08-02,25197.72,25250,25260,25110,25125,3033790,-0.29,2.41
2016-08-03,24869.35,24950,24970,24790,24805,3943050,-0.26,2.41
2016-08-04,24928.39,24950,24955,24795,24860,2867362,-0.27,2.41
2016-08-05,25238.39,24920,25145,24905,25130,4022891,-0.43,2.41
2016-08-08,25412.72,25300,25370,25185,25320,7453140,-0.36,2.41
2016-08-09,25586.69,25370,25555,25330,25515,8501106,-0.28,2.41
2016-08-10,25542.71,25475,25550,25430,25430,9068121,-0.44,2.41
2016-08-11,25618.48,25430,25465,25350,25460,4800310,-0.62,2.41
2016-08-12,25616.11,25540,25705,25505,25550,3616432,-0.26,2.41
2016-08-16,25614.69,25635,25710,25535,25535,3254987,-0.31,2.41
2016-08-17,25605.22,25500,25560,25405,25515,2999724,-0.35,2.41
2016-08-18,25811.84,25530,25710,25495,25700,3610366,-0.43,2.41
2016-08-19,25870.02,25730,25770,25665,25760,3608250,-0.43,2.41
2016-08-22,25728.51,25720,25745,25595,25610,2882931,-0.46,2.41
2016-08-23,25843.2,25630,25745,25630,25745,1943488,-0.38,2.41
2016-08-24,25731.33,25735,25755,25585,25625,3294168,-0.41,2.41
2016-08-25,25726.88,25615,25710,25530,25670,3417635,-0.22,2.41
2016-08-26,25623.13,25585,25595,25445,25570,2481063,-0.21,2.41
2016-08-29,25648.95,25405,25600,25370,25575,2216712,-0.29,2.41
2016-08-30,25749.02,25655,25815,25645,25680,4383468,-0.27,2.41
2016-08-31,25686.51,25680,25685,25530,25585,2568596,-0.4,2.41
2016-09-01,25603.35,25455,25520,25325,25520,4075206,-0.33,2.39
2016-09-02,25649.91,25525,25570,25475,25570,3290692,-0.31,2.39
2016-09-05,25963.32,25715,25900,25695,25895,5315887,-0.26,2.4
2016-09-06,26092.4,25880,25995,25880,25990,5580683,-0.39,2.39
2016-09-07,26029.73,25995,26130,25940,25940,4875560,-0.34,2.39
2016-09-08,26084.14,26005,26060,25880,25935,5248319,-0.57,2.39
2016-09-09,25729.95,25765,25785,25565,25630,5247399,-0.39,2.39
2016-09-12,25052.18,25215,25305,24985,24985,9056500,-0.27,2.4
2016-09-13,25175.4,25300,25300,25075,25075,8017513,-0.4,2.39
2016-09-19,25391.65,25090,25350,25060,25335,2945201,-0.22,2.41
2016-09-20,25507.05,25240,25390,25220,25375,3736461,-0.52,2.41
2016-09-21,25649.16,25350,25545,25340,25545,2559911,-0.41,2.41
2016-09-22,25832.32,25725,25870,25710,25770,3789502,-0.24,2.41
2016-09-23,25833.84,25840,25840,25710,25750,5156754,-0.32,2.41
2016-09-26,25745.3,25745,25855,25625,25665,3192239,-0.31,2.41
2016-09-27,25953.24,25575,25890,25450,25840,3405939,-0.44,2.41
2016-09-28,25817.37,25810,25835,25735,25765,1401641,-0.2,2.4
2016-09-29,26033.27,25875,26020,25870,25945,4130893,-0.34,2.4
2016-09-30,25747.5,25790,25820,25650,25665,3351934,-0.32,2.4
2016-10-04,25916.58,25815,25890,25765,25815,2378011,-0.39,2.4
2016-10-05,25897.97,25635,25860,25570,25800,2446992,-0.38,2.4
2016-10-06,26111.26,25995,26030,25870,25980,2375936,-0.5,2.4
2016-10-07,26004.42,25955,26015,25890,25900,4017192,-0.4,2.4
2016-10-10,26028.25,25825,25980,25710,25940,2147381,-0.34,2.4
2016-10-11,25612.13,25890,25975,25560,25580,5030551,-0.13,2.4
2016-10-12,25615.83,25435,25615,25420,25560,6729697,-0.22,2.4
2016-10-13,25389.82,25520,25555,25295,25335,5641997,-0.22,2.4
2016-10-14,25505.5,25395,25530,25390,25465,4056539,-0.16,2.4
2016-10-17,25615.66,25495,25595,25290,25505,3918210,-0.43,2.4
2016-10-18,25793.71,25540,25700,25515,25680,3135750,-0.44,2.4
2016-10-19,25818.75,25650,25850,25625,25710,2901970,-0.42,2.4
2016-10-20,25838.91,25745,25845,25715,25735,2757686,-0.4,2.4
2016-10-21,25725.34,25715,25765,25600,25610,2238641,-0.45,2.4
2016-10-24,25945.56,25725,25835,25710,25805,2412542,-0.54,2.4
2016-10-25,25853.9,25780,25820,25720,25765,2764074,-0.34,2.4
2016-10-26,25548.82,25655,25655,25340,25450,7481080,-0.39,2.4
2016-10-27,25662.34,25540,25615,25490,25565,6349254,-0.38,2.4
2016-10-28,25650.98,25545,25660,25525,25580,3102997,-0.28,2.4
2016-10-31,25590.72,25480,25595,25425,25530,3072318,-0.24,2.4
2016-11-01,25596.79,25520,25555,25290,25540,4500530,-0.22,2.4
2016-11-02,25281.57,25350,25400,25205,25205,7330581,-0.3,2.4
2016-11-03,25288.25,25185,25315,25125,25290,8413905,0.01,2.4
2016-11-04,25255.77,25225,25290,25165,25200,5532081,-0.22,2.4
2016-11-07,25457.47,25490,25500,25360,25445,3737134,-0.05,2.4
2016-11-08,25523.27,25560,25560,25360,25500,4266216,-0.09,2.4
