날짜,NAV,시가,고가,저가,종가,거래량,괴리율,추적오차율
2013-10-16,26835.15,26835,27010,26810,26810,7767675,-0.09,1.29
2013-10-17,26975.46,27000,27065,26885,26950,5542034,-0.09,1.29
2013-10-18,27135.79,27045,27085,26975,27055,14780739,-0.3,1.29
2013-10-21,27135.97,27110,27165,27060,27085,5665438,-0.19,1.29
2013-10-22,27125.91,27085,27105,26990,27085,7582109,-0.15,1.29
2013-10-23,26806.46,27130,27185,26785,26785,7338204,-0.08,1.29
2013-10-24,26944.43,26785,26870,26680,26870,6671764,-0.28,1.29
2013-10-25,26755.89,26875,26875,26545,26670,5220463,-0.32,1.29
2013-10-28,26978.81,26735,26910,26700,26900,8272186,-0.29,1.29
2013-10-29,27037.65,26850,27055,26775,27000,9560053,-0.14,1.29
2013-10-30,27155.33,27090,27110,26885,27105,4888450,-0.19,1.29
2013-10-31,26707.27,26975,27015,26700,26700,4795640,-0.03,1.29
2013-11-01,26873.54,26700,26805,26700,26770,6045014,-0.39,1.29
2013-11-04,26668.8,26705,26715,26525,26565,7220021,-0.39,1.29
2013-11-05,26507.96,26550,26605,26355,26415,6416032,-0.35,1.29
2013-11-06,26476.65,26370,26530,26365,26435,5158836,-0.16,1.29
2013-11-07,26349.2,26405,26425,26185,26235,7420867,-0.43,1.29
2013-11-08,26069.95,26065,26170,26015,26045,6704807,-0.1,1.29
2013-11-11,26038.74,26140,26145,25960,26030,5969846,-0.03,1.29
2013-11-12,26300.61,26065,26295,26040,26210,4328677,-0.34,1.29
2013-11-13,25825.93,26180,26180,25725,25725,8024221,-0.39,1.29
2013-11-14,25864.76,25925,25995,25750,25855,9594004,-0.04,1.29
2013-11-15,26444.38,26000,26405,25950,26375,5334145,-0.26,1.28
2013-11-18,26530.34,26495,26530,26390,26430,6428420,-0.38,1.28
2013-11-19,26808.2,26405,26845,26375,26735,5468920,-0.27,1.28
2013-11-20,26589.34,26700,26730,26490,26540,7028268,-0.19,1.28
2013-11-21,26245.3,26480,26520,26035,26135,8513046,-0.42,1.28
2013-11-22,26411.79,26245,26450,26150,26315,11021466,-0.37,1.28
2013-11-25,26541.72,26435,26755,26435,26520,5811904,-0.08,1.28
2013-11-26,26649.64,26370,26645,26195,26620,6309821,-0.11,1.28
2013-11-27,26737.87,26530,26720,26370,26720,9466756,-0.07,1.28
2013-11-28,26993.29,26840,27020,26840,26930,7950202,-0.23,1.28
2013-11-29,26978.14,26860,27050,26860,26940,7756446,-0.14,1.28
2013-12-02,26781.94,27000,27060,26710,26735,4621840,-0.18,1.28
2013-12-03,26509.61,26595,26660,26410,26425,6390646,-0.32,1.28
2013-12-04,26175.1,26300,26360,26115,26120,9507203,-0.21,1.28
2013-12-05,26137.12,26150,26200,25840,26070,15535486,-0.26,1.28
2013-12-06,26085.65,26070,26150,26000,26070,11570420,-0.06,1.28
2013-12-09,26387.23,26335,26395,26260,26320,5894110,-0.25,1.28
2013-12-10,26286.66,26320,26325,26190,26255,4073406,-0.12,1.28
2013-12-11,26073.88,26150,26360,25915,25970,9993402,-0.4,1.28
2013-12-12,25920.87,25865,25965,25720,25965,20818728,0.17,1.28
2013-12-13,25820.53,25950,25950,25570,25760,19496100,-0.23,1.28
2013-12-16,25806.53,25730,25875,25630,25770,11723687,-0.14,1.28
2013-12-17,25889.49,25980,26060,25835,25880,6148120,-0.04,1.28
2013-12-18,26015.83,25905,26115,25875,26030,4954113,0.05,1.28
2013-12-19,26037.46,26300,26395,25905,26000,6340987,-0.14,1.28
2013-12-20,26141.76,25980,26170,25960,26070,4751517,-0.27,1.28
2013-12-23,26330.68,26210,26385,26070,26330,8751912,-0.0,1.28
2013-12-24,26371.7,26385,26475,26300,26395,8829953,0.09,1.28
2013-12-26,26326.45,26445,26500,26330,26355,11190971,0.11,1.28
2013-12-27,26621.91,26370,26605,26320,26560,4859944,-0.23,1.36
2013-12-30,26713.8,26645,26660,26545,26660,5049368,-0.2,1.36
2014-01-02,26053.14,26720,26740,25910,25910,12608521,-0.55,1.36
2014-01-03,25730.17,25900,25920,25500,25660,15834965,-0.27,1.36
2014-01-06,25819.03,25665,25885,25595,25735,18083254,-0.33,1.36
2014-01-07,25871.35,25640,25910,25605,25810,5105132,-0.24,1.36
2014-01-08,25847.33,25875,25925,25640,25810,6486674,-0.14,1.36
2014-01-09,25635.63,25795,25840,25665,25675,7490396,0.15,1.36
2014-01-10,25512.97,25560,25755,25360,25465,10799786,-0.19,1.36
2014-01-13,25677.3,25540,25690,25510,25630,11969973,-0.18,1.36
2014-01-14,25662.39,25560,25835,25455,25595,6784362,-0.26,1.36
2014-01-15,25741.95,25720,25760,25580,25670,4148785,-0.28,1.36
2014-01-16,25803.4,25735,25855,25710,25790,3061944,-0.05,1.36
2014-01-17,25609.71,25750,25805,25520,25550,3977061,-0.23,1.36
2014-01-20,25744.19,25530,25745,25395,25705,9825773,-0.15,1.36
2014-01-21,25898.61,25745,25910,25660,25910,3768142,0.04,1.36
2014-01-22,25974.21,25840,25895,25800,25870,5332264,-0.4,1.36
2014-01-23,25639.16,25890,25915,25605,25605,5267143,-0.13,1.36
2014-01-24,25550.55,25500,25565,25320,25490,14261844,-0.24,1.36
2014-01-27,25148.06,25180,25275,24995,25185,24793659,0.15,1.36
2014-01-28,25246.25,25095,25280,25075,25250,9216659,0.01,1.36
2014-01-29,25542.38,25355,25575,25340,25530,4379104,-0.05,1.36
2014-02-03,25243.13,25385,25415,25140,25200,7528087,-0.17,1.36
2014-02-04,24775.36,24930,24930,24680,24720,15825882,-0.22,1.36
2014-02-05,24853.99,24860,24910,24720,24830,19069468,-0.1,1.36
2014-02-06,25105.2,24915,25120,24900,25025,2526401,-0.32,1.36
2014-02-07,25299.86,25195,25265,25080,25240,2869795,-0.24,1.36
2014-02-10,25297.07,25300,25325,25150,25250,4051656,-0.19,1.36
2014-02-11,25437.32,25210,25425,25160,25345,3457366,-0.36,1.36
2014-02-12,25479.66,25475,25560,25380,25410,6963096,-0.27,1.36
2014-02-13,25345.64,25405,25540,25200,25225,6939916,-0.48,1.36
2014-02-14,25523.39,25305,25620,25290,25525,6686464,0.01,1.36
2014-02-17,25612.53,25665,25740,25530,25570,7313765,-0.17,1.36
2014-02-18,25615.33,25570,25635,25370,25560,6397219,-0.22,1.36
2014-02-19,25539.76,25500,25505,25305,25435,5822882,-0.41,1.36
2014-02-20,25337.33,25350,25475,25225,25290,8544770,-0.19,1.36
2014-02-21,25767.92,25470,25685,25350,25685,7028113,-0.32,1.36
2014-02-24,25645.02,25670,25735,25540,25595,10423076,-0.2,1.36
2014-02-25,25869.67,25750,25865,25685,25810,5972422,-0.23,1.36
2014-02-26,25978.88,25780,25935,25725,25915,7903275,-0.25,1.36
2014-02-27,26078.35,25895,25975,25810,25955,6513549,-0.47,1.36
2014-02-28,26089.95,25955,26065,25895,25985,8241832,-0.4,1.36
2014-03-03,25869.28,25775,25850,25625,25775,6973382,-0.36,1.36
2014-03-04,25719.69,25710,25770,25660,25695,5900227,-0.1,1.36
2014-03-05,25970.04,25950,26025,25920,25930,6003299,-0.15,1.36
2014-03-06,26000.6,25925,25960,25895,25955,6492594,-0.18,1.36
2014-03-07,25971.34,26020,26060,25795,25900,3941942,-0.27,1.36
2014-03-10,25683.18,25775,25775,25570,25575,5515365,-0.42,1.36
2014-03-11,25784.04,25635,25690,25575,25690,9014309,-0.36,1.35
2014-03-12,25345.91,25600,25605,25285,25300,12695104,-0.18,1.36
2014-03-13,25344.39,25425,25445,25265,25360,18796010,0.06,1.35
2014-03-14,25134.83,25125,25165,25000,25110,9343339,-0.1,1.35
2014-03-17,25249.23,25105,25210,25050,25205,10641888,-0.18,1.35
2014-03-18,25420.18,25400,25475,25230,25370,5118301,-0.2,1.35
2014-03-19,25366.9,25500,25515,25320,25370,5130317,0.01,1.35
2014-03-20,25098.47,25265,25310,25050,25070,5854112,-0.11,1.35
2014-03-21,25298.97,25165,25265,25130,25265,14498299,-0.13,1.35
2014-03-24,25461.24,25305,25495,25285,25400,5019789,-0.24,1.35
2014-03-25,25384.88,25365,25455,25305,25365,6657189,-0.08,1.35
2014-03-26,25738.47,25525,25740,25525,25725,7190962,-0.05,1.35
2014-03-27,25953.71,25695,25895,25690,25870,12606430,-0.32,1.35
2014-03-28,25970.25,25835,25990,25810,25870,8709127,-0.39,1.35
2014-03-31,26037.98,25935,26005,25825,25990,11825625,-0.18,1.35
2014-04-01,26121.52,25915,26095,25820,26010,9563825,-0.43,1.35
2014-04-02,26198.2,26110,26135,26050,26090,12274839,-0.41,1.35
2014-04-03,26161.72,26095,26280,26070,26070,10719071,-0.35,1.35
2014-04-04,26174.35,26085,26240,26065,26165,12566703,-0.04,1.35
2014-04-07,26213.34,26070,26170,25990,26105,6168767,-0.41,1.35
2014-04-08,26273.33,26030,26285,25995,26240,5815936,-0.13,1.35
2014-04-09,26347.09,26320,26365,26255,26280,8082482,-0.25,1.35
2014-04-10,26465.94,26400,26440,26275,26350,7070970,-0.44,1.35
2014-04-11,26274.91,26150,26185,26050,26145,4663159,-0.49,1.35
2014-04-14,26273.94,26115,26270,26070,26225,3977980,-0.19,1.35
2014-04-15,26196.87,26290,26335,26065,26075,4668916,-0.47,1.35
2014-04-16,26205.98,26105,26215,25985,26185,5176925,-0.08,1.35
2014-04-17,26188.0,26280,26285,26075,26145,4390530,-0.16,1.35
2014-04-18,26374.67,26245,26375,26240,26340,7923176,-0.13,1.35
2014-04-21,26313.28,26340,26345,26200,26300,5537390,-0.05,1.35
2014-04-22,26380.97,26300,26350,26135,26295,4525687,-0.33,1.35
2014-04-23,26344.12,26360,26420,26230,26265,4324681,-0.3,1.35
2014-04-24,26333.87,26315,26360,26200,26240,9699286,-0.36,1.35
2014-04-25,25965.96,26200,26230,25850,25865,5788093,-0.39,1.35
2014-04-28,25667.3,25805,25950,25795,25870,3957664,0.79,1.43
2014-04-29,25568.06,25650,25700,25510,25530,10953328,-0.15,1.43
2014-04-30,25521.79,25650,25650,25395,25515,9349160,-0.03,1.43
2014-05-02,25495.1,25510,25540,25385,25420,6653116,-0.29,1.43
2014-05-07,25226.34,25430,25490,25145,25175,8240387,-0.2,1.43
2014-05-08,25374.47,25195,25290,25080,25290,14831218,-0.33,1.43
2014-05-09,25418.84,25315,25415,25260,25325,7278978,-0.37,1.43
2014-05-12,25569.5,25340,25500,25245,25485,3091694,-0.33,1.43
2014-05-13,25828.45,25580,25910,25540,25835,6335183,0.03,1.43
2014-05-14,26231.86,25820,26180,25820,26160,14286273,-0.27,1.43
2014-05-15,26229.84,26160,26300,26135,26165,11845607,-0.25,1.43
2014-05-16,26288.03,26055,26170,26030,26150,12056385,-0.53,1.43
2014-05-19,26331.65,26190,26205,26025,26205,8594083,-0.48,1.43
2014-05-20,26294.97,26170,26255,26140,26170,6431769,-0.48,1.43
2014-05-21,26232.28,26070,26340,26070,26175,6396087,-0.22,1.43
2014-05-22,26330.71,26260,26410,26225,26315,6790880,-0.06,1.43
2014-05-23,26337.72,26275,26345,26245,26270,5848630,-0.26,1.43
2014-05-26,26229.54,26240,26335,26195,26225,3299879,-0.02,1.43
2014-05-27,26035.27,26240,26280,25850,25960,6741820,-0.29,1.43
2014-05-28,26299.74,25960,26245,25940,26245,8662360,-0.21,1.43
2014-05-29,26256.35,26280,26305,26160,26220,5715539,-0.14,1.43
2014-05-30,25996.61,26215,26285,26000,26000,5120259,0.01,1.43
2014-06-02,26144.93,26005,26150,26000,26060,2494311,-0.32,1.43
2014-06-03,26228.53,26060,26100,25910,26085,5415965,-0.55,1.43
2014-06-05,26061.34,26090,26135,25885,25950,4633093,-0.43,1.43
2014-06-09,25977.38,26065,26220,25930,25945,8031035,-0.12,1.43
2014-06-10,26271.29,26095,26215,26040,26215,2341935,-0.21,1.43
2014-06-11,26270.83,26200,26280,26135,26195,3189576,-0.29,1.43
2014-06-12,26202.97,26170,26205,26045,26100,6248435,-0.39,1.43
2014-06-13,25876.5,26010,26060,25720,25780,7994281,-0.37,1.43
2014-06-16,25944.82,25750,25935,25715,25920,13597065,-0.1,1.43
2014-06-17,26043.72,25895,26005,25860,25965,3264205,-0.3,1.43
2014-06-18,25869.09,25940,25955,25795,25815,4020842,-0.21,1.43
2014-06-19,25884.36,25930,26035,25795,25880,5700174,-0.02,1.43
2014-06-20,25530.62,25865,25865,25475,25505,8170316,-0.1,1.43
2014-06-23,25679.67,25540,25725,25530,25645,15260348,-0.14,1.43
2014-06-24,25978.32,25560,26010,25560,25930,7461928,-0.19,1.43
2014-06-25,25818.41,25895,25980,25745,25780,9591221,-0.15,1.43
2014-06-26,26006.05,25825,26020,25810,25950,10607582,-0.22,1.43
2014-06-27,25894.73,25930,26005,25765,25885,6777017,-0.04,1.43
2014-06-30,26070.13,25915,26055,25915,26000,4790092,-0.27,1.43
2014-07-01,25988.69,25900,25980,25770,25935,3984801,-0.21,1.43
2014-07-02,26220.64,26035,26220,26025,26115,8382630,-0.4,1.43
2014-07-03,26129.76,26115,26160,26070,26085,8785926,-0.17,1.43
2014-07-04,26077.37,26225,26230,26025,26050,6888686,-0.1,1.43
2014-07-07,26009.36,26010,26045,25825,25910,6197527,-0.38,1.43
2014-07-08,26008.56,25930,25985,25805,25910,4844941,-0.38,1.43
2014-07-09,25900.74,25800,25835,25710,25785,5155811,-0.45,1.43
2014-07-10,25931.75,25850,25910,25795,25835,6813462,-0.37,1.43
2014-07-11,25687.77,25720,25720,25575,25630,8749856,-0.22,1.43
2014-07-14,25741.79,25750,25830,25670,25720,14819060,-0.08,1.43
2014-07-15,26057.11,25800,26055,25795,25990,6559272,-0.26,1.43
2014-07-16,26098.56,25985,26095,25970,26030,9748215,-0.26,1.43
2014-07-17,26207.68,26100,26220,26085,26110,6889801,-0.37,1.43
2014-07-18,26180.88,25940,26075,25905,26075,7063440,-0.4,1.43
2014-07-21,26164.32,26200,26275,26080,26085,6738657,-0.3,1.43
2014-07-22,26298.11,26085,26260,26085,26240,5105403,-0.22,1.43
2014-07-23,26265.97,26300,26320,26200,26235,6227717,-0.12,1.43
2014-07-24,26282.94,26260,26365,26185,26245,5985469,-0.14,1.43
2014-07-25,26359.23,26290,26330,26250,26300,6951118,-0.22,1.43
2014-07-28,26566.09,26320,26595,26320,26545,5443840,-0.08,1.43
2014-07-29,26805.06,26620,26830,26605,26800,12714753,-0.02,1.43
2014-07-30,27119.13,26850,27280,26840,27120,21839222,0.0,1.43
2014-07-31,26971.29,27065,27220,26930,26990,13919456,0.07,1.43
2014-08-01,26857.9,26780,26985,26770,26870,8854871,0.05,1.43
2014-08-04,26964.71,26975,26975,26770,26865,7493012,-0.37,1.43
2014-08-05,26761.94,26840,26840,26625,26685,5525040,-0.29,1.43
2014-08-06,26661.02,26610,26725,26535,26605,7229591,-0.21,1.43
2014-08-07,26562.58,26500,26605,26415,26495,7509067,-0.25,1.43
2014-08-08,26199.52,26440,26445,26110,26160,10888503,-0.15,1.42
2014-08-11,26327.77,26340,26380,26255,26315,10244076,-0.05,1.42
2014-08-12,26330.51,26380,26495,26315,26315,4581765,-0.06,1.42
2014-08-13,26589.41,26355,26465,26310,26465,4795663,-0.47,1.42
2014-08-14,26585.46,26500,26690,26450,26540,5114267,-0.17,1.42
2014-08-18,26422.17,26625,26665,26375,26395,3168472,-0.1,1.42
2014-08-19,26660.53,26465,26690,26465,26615,5707246,-0.17,1.42
2014-08-20,26679.0,26720,26735,26545,26580,6864196,-0.37,1.42
2014-08-21,26252.01,26550,26570,26125,26165,8695901,-0.33,1.42
2014-08-22,26425.19,26225,26395,26165,26360,14668209,-0.25,1.42
2014-08-25,26448.25,26295,26465,26185,26430,4727269,-0.07,1.42
2014-08-26,26516.07,26520,26600,26440,26525,5678532,0.03,1.42
2014-08-27,26587.24,26600,26685,26515,26530,6964850,-0.22,1.42
2014-08-28,26617.85,26600,26780,26545,26555,6885744,-0.24,1.42
2014-08-29,26541.3,26490,26510,26325,26480,6392736,-0.23,1.42
2014-09-01,26527.18,26450,26495,26370,26430,3711995,-0.37,1.42
2014-09-02,26263.17,26430,26430,26150,26200,7908179,-0.24,1.42
2014-09-03,26230.58,26130,26210,26010,26130,16091667,-0.38,1.42
2014-09-04,26323.08,26250,26350,26200,26220,7597436,-0.39,1.42
2014-09-05,26208.62,26200,26285,26055,26170,7391179,-0.15,1.42
2014-09-11,25979.77,26170,26195,26030,26050,10484429,0.27,1.43
2014-09-12,26138.46,26050,26140,26010,26100,11697187,-0.15,1.43
2014-09-15,26054.98,26055,26080,25890,26005,6549369,-0.19,1.43
2014-09-16,26143.4,26045,26135,26020,26090,9192118,-0.2,1.43
2014-09-17,26401.51,26200,26345,26195,26330,5393993,-0.27,1.43
2014-09-18,26172.35,26325,26340,26130,26160,7748742,-0.05,1.43
2014-09-19,26231.17,26295,26355,26235,26265,7372107,0.13,1.42
2014-09-22,26013.23,26160,26165,25850,25950,6675615,-0.24,1.42
2014-09-23,25848.32,25850,25960,25815,25865,19308455,0.06,1.42
2014-09-24,25885.68,25760,25875,25685,25855,6626939,-0.12,1.42
2014-09-25,25845.34,25960,25980,25790,25850,5456341,0.02,1.42
2014-09-26,25829.26,25680,25770,25640,25765,6381175,-0.25,1.42
2014-09-29,25792.08,25770,25840,25655,25725,5078838,-0.26,1.42
2014-09-30,25674.08,25655,25740,25505,25615,10678545,-0.23,1.42
2014-10-01,25279.45,25520,25530,25245,25265,14455808,-0.06,1.42
2014-10-02,25003.78,25110,25150,24840,24960,19787727,-0.18,1.42
2014-10-06,24912.85,24995,25080,24875,24920,13835964,0.03,1.42
2014-10-07,24987.49,25030,25070,24875,24965,7021193,-0.09,1.42
2014-10-08,24829.91,24825,24930,24750,24885,6753508,0.22,1.42
2014-10-10,24497.8,24780,24780,24385,24500,13589171,0.01,1.42
2014-10-13,24412.63,24270,24455,24215,24440,12939166,0.11,1.42
2014-10-14,24437.99,24500,24600,24410,24415,11248165,-0.09,1.42
2014-10-15,24376.4,24385,24515,24265,24380,11515241,0.01,1.42
2014-10-16,24269.07,24270,24315,24095,24260,6750903,-0.04,1.42
2014-10-17,23973.86,24295,24335,23940,23975,9081370,0.0,1.42
2014-10-20,24380.44,24140,24385,24140,24305,9187355,-0.31,1.42
2014-10-21,24140.34,24260,24260,24015,24130,6306771,-0.04,1.42
2014-10-22,24402.25,24360,24430,24230,24295,9458796,-0.44,1.42
2014-10-23,24328.82,24270,24480,24230,24345,7517384,0.07,1.42
2014-10-24,24280.33,24445,24445,24105,24250,6993102,-0.12,1.42
2014-10-27,24377.67,24340,24475,24315,24365,6211258,-0.05,1.42
2014-10-28,24317.33,24375,24425,24275,24345,5659610,0.11,1.42
2014-10-29,24851.13,24470,24850,24405,24795,9475570,-0.23,1.42
2014-10-30,24870.7,24740,24780,24625,24780,9065032,-0.36,1.42
2014-10-31,25028.69,24860,24975,24710,24970,7339042,-0.23,1.42
2014-11-03,24853.35,24965,24965,24755,24810,4749799,-0.17,1.42
2014-11-04,24638.96,24765,24890,24550,24640,3854372,0.0,1.42
2014-11-05,24574.75,24700,24735,24530,24570,6091864,-0.02,1.42
2014-11-06,24706.53,24510,24750,24480,24710,5819815,0.01,1.42
2014-11-07,24724.15,24700,24765,24640,24725,3203373,0.0,1.42
2014-11-10,25049.05,24890,25075,24830,24965,3645060,-0.34,1.42
2014-11-11,25027.83,24980,25040,24940,24965,5974447,-0.25,1.42
2014-11-12,25110.45,24960,25160,24930,25045,2899939,-0.26,1.42
2014-11-13,24996.41,25025,25120,24900,24970,6437727,-0.11,1.42
2014-11-14,24802.31,24925,24925,24640,24755,4210301,-0.19,1.42
2014-11-17,24812.83,24675,24865,24630,24815,8470642,0.01,1.42
2014-11-18,25050.14,24815,25075,24815,25015,5939797,-0.14,1.42
2014-11-19,25033.42,25100,25110,24920,24980,6645977,-0.21,1.42
2014-11-20,24894.07,24850,24980,24800,24880,4115821,-0.06,1.42
2014-11-21,24988.15,24925,25030,24900,24965,4203458,-0.09,1.42
2014-11-24,25231.77,25140,25290,25140,25200,4947891,-0.13,1.42
2014-11-25,25169.19,25245,25250,25130,25200,6774134,0.12,1.42
2014-11-26,25194.58,25220,25220,25035,25145,4335182,-0.2,1.42
2014-11-27,25323.14,25300,25375,25250,25290,6435359,-0.13,1.42
2014-11-28,25364.46,25260,25350,25235,25285,6654768,-0.31,1.42
2014-12-01,25156.37,25200,25200,25000,25070,6267545,-0.34,1.42
2014-12-02,25135.25,25030,25060,24940,25060,6322639,-0.3,1.42
2014-12-03,25160.55,25095,25165,25030,25110,2563480,-0.2,1.42
2014-12-04,25400.04,25110,25410,25110,25375,4391677,-0.1,1.42
2014-12-05,25417.18,25390,25435,25340,25390,8955410,-0.11,1.42
2014-12-08,25362.97,25385,25440,25320,25350,5056702,-0.05,1.42
2014-12-09,25310.04,25295,25315,25195,25270,3212415,-0.16,1.42
2014-12-10,24927.06,25170,25185,24900,24900,5695995,-0.11,1.42
2014-12-11,24548.97,24770,24795,24545,24610,25035519,0.25,1.42
2014-12-12,24640.58,24635,24660,24520,24640,13797237,-0.0,1.42
2014-12-15,24623.49,24410,24650,24310,24650,10907123,0.11,1.42
2014-12-16,24439.49,24525,24645,24380,24465,9129453,0.1,1.42
2014-12-17,24369.89,24580,24590,24385,24385,14133688,0.06,1.42
2014-12-18,24379.92,24555,24665,24190,24365,8267463,-0.06,1.42
2014-12-19,24790.07,24545,24800,24545,24730,8915087,-0.24,1.42
2014-12-22,24963.1,24820,24945,24730,24930,11300748,-0.13,1.42
2014-12-23,24899.54,24900,24945,24850,24915,6775417,0.06,1.42
2014-12-24,25000.27,24850,25010,24830,24980,5723982,-0.08,1.42
2014-12-26,24998.53,24980,25105,24965,25010,4144977,0.05,1.42
2014-12-29,24942.62,25035,25110,24890,24910,5819407,-0.13,1.59
2014-12-30,24716.9,24890,24970,24595,24670,9056165,-0.19,1.59
2015-01-02,24788.25,24605,24750,24555,24725,3564651,-0.26,1.59
2015-01-05,24735.01,24675,24735,24430,24680,7814719,-0.22,1.59
2015-01-06,24302.15,24420,24465,24175,24240,13992808,-0.26,1.59
2015-01-07,24362.15,24240,24330,24185,24290,18903495,-0.3,1.59
2015-01-08,24702.53,24415,24675,24415,24600,13440479,-0.42,1.59
2015-01-09,24915.9,24850,24965,24775,24875,11411616,-0.16,1.59
2015-01-12,24878.97,24750,24910,24745,24815,9446740,-0.26,1.59
2015-01-13,24941.16,24770,24930,24705,24925,5120618,-0.06,1.59
2015-01-14,24909.59,24890,25015,24815,24815,5259432,-0.38,1.59
2015-01-15,24888.52,24780,24930,24735,24890,6000126,0.01,1.59
2015-01-16,24531.5,24800,24805,24460,24545,10185529,0.06,1.59
2015-01-19,24788.75,24695,24880,24650,24795,13511084,0.03,1.59
2015-01-20,25033.7,24860,25025,24850,25015,10998173,-0.07,1.59
2015-01-21,25169.3,24970,25070,24910,25070,8747264,-0.39,1.59
2015-01-22,25156.59,25220,25280,25110,25140,9825356,-0.07,1.59
2015-01-23,25348.18,25490,25495,25230,25285,11368750,-0.25,1.59
2015-01-26,25332.48,25220,25300,25090,25285,8666890,-0.19,1.59
2015-01-27,25539.82,25400,25475,25340,25460,6582109,-0.31,1.59
2015-01-28,25541.65,25320,25505,25310,25485,8445273,-0.22,1.59
2015-01-29,25374.6,25380,25480,25240,25365,7157953,-0.04,1.59
2015-01-30,25315.62,25445,25500,25325,25355,8656579,0.16,1.59
2015-02-02,25388.95,25225,25395,25210,25295,4457602,-0.37,1.58
2015-02-03,25364.2,25390,25430,25165,25285,2928603,-0.31,1.58
2015-02-04,25485.58,25445,25555,25400,25460,4438741,-0.1,1.58
2015-02-05,25302.31,25430,25440,25175,25200,7531998,-0.4,1.58
2015-02-06,25342.7,25230,25250,25135,25240,7693877,-0.41,1.58
2015-02-09,25254.89,25150,25255,25095,25210,4697704,-0.18,1.58
2015-02-10,25092.95,25200,25320,25075,25090,6396806,-0.01,1.58
2015-02-11,25166.49,25095,25165,25055,25125,5626410,-0.16,1.58
2015-02-12,25094.98,25145,25150,24895,25050,5093395,-0.18,1.58
2015-02-13,25300.53,25115,25255,25115,25235,4931084,-0.26,1.58
2015-02-16,25303.95,25235,25305,25225,25265,8412868,-0.15,1.58
2015-02-17,25359.83,25220,25360,25155,25320,4485826,-0.16,1.58
2015-02-23,25401.45,25440,25550,25370,25390,7620777,-0.05,1.59
2015-02-24,25449.64,25415,25465,25380,25420,5532864,-0.12,1.59
2015-02-25,25616.25,25500,25560,25480,25510,6605823,-0.41,1.59
2015-02-26,25615.34,25515,25535,25445,25500,11625156,-0.45,1.59
2015-02-27,25468.56,25455,25500,25350,25415,7432229,-0.21,1.59
2015-03-02,25690.18,25460,25585,25460,25570,6985462,-0.47,1.59
2015-03-03,25775.88,25640,25705,25620,25665,10534486,-0.43,1.59
2015-03-04,25757.2,25625,25675,25620,25645,8299529,-0.44,1.59
2015-03-05,25742.23,25645,25710,25590,25675,5642091,-0.26,1.59
2015-03-06,25921.5,25720,25820,25685,25810,6784804,-0.43,1.59
2015-03-09,25602.58,25745,25750,25525,25545,5033608,-0.22,1.59
2015-03-10,25500.4,25610,25630,25435,25435,5365056,-0.26,1.59
2015-03-11,25537.48,25270,25485,25240,25450,11188378,-0.34,1.59
2015-03-12,25344.87,25405,25535,25285,25450,6873864,0.41,1.59
2015-03-13,25534.72,25495,25555,25450,25505,4233597,-0.12,1.59
2015-03-16,25562.67,25475,25565,25430,25525,4541784,-0.15,1.59
2015-03-17,26138.84,25630,26115,25620,26100,6462344,-0.15,1.59
2015-03-18,26142.56,26100,26210,26080,26100,11664816,-0.16,1.59
2015-03-19,26219.99,26300,26310,26130,26175,9637142,-0.17,1.59
2015-03-20,26190.18,26175,26205,26060,26095,7364000,-0.36,1.59
2015-03-23,26206.59,26195,26275,26080,26105,9152691,-0.39,1.59
2015-03-24,26227.72,26080,26160,26000,26160,3709730,-0.26,1.59
2015-03-25,26208.91,26160,26250,26035,26160,4836722,-0.19,1.59
2015-03-26,25911.27,26005,26115,25880,25920,7713405,0.03,1.59
2015-03-27,25866.56,25900,25955,25825,25860,4875035,-0.03,1.59
2015-03-30,25921.34,25835,25925,25775,25915,4117353,-0.02,1.59
2015-03-31,26038.67,26050,26065,25875,25925,6893954,-0.44,1.59
2015-04-01,25806.77,25880,25925,25720,25725,3893191,-0.32,1.59
2015-04-02,25808.26,25765,25865,25725,25750,5410256,-0.23,1.59
2015-04-03,25985.27,25780,25955,25770,25945,3423364,-0.15,1.59
2015-04-06,25999.55,25930,26060,25895,25935,5037215,-0.25,1.59
2015-04-07,25994.28,26025,26040,25880,25880,4166264,-0.44,1.59
2015-04-08,26159.26,25890,26110,25885,26065,5209416,-0.36,1.59
2015-04-09,26139.21,26040,26135,25985,26045,6041971,-0.36,1.59
2015-04-10,26505.83,26095,26455,26065,26345,9339582,-0.61,1.59
2015-04-13,26660.01,26410,26595,26395,26545,12653793,-0.43,1.59
2015-04-14,26869.46,26555,26755,26550,26670,8626069,-0.74,1.59
2015-04-15,26892.49,26710,26865,26700,26810,9062700,-0.31,1.59
2015-04-16,27163.59,26915,27040,26895,27005,6535979,-0.58,1.59
2015-04-17,27148.69,27045,27095,26985,27025,8658594,-0.46,1.59
2015-04-20,27176.02,26890,27060,26885,27010,4942270,-0.61,1.59
2015-04-21,27136.92,27065,27085,26975,26985,7418414,-0.56,1.59
2015-04-22,27183.96,26995,27340,26995,27110,9361125,-0.27,1.59
2015-04-23,27584.14,27220,27510,27120,27500,9980797,-0.31,1.59
2015-04-24,27430.32,27535,27745,27320,27325,10369654,-0.38,1.59
2015-04-27,27326.62,27440,27455,27230,27245,3903930,-0.3,1.59
2015-04-28,26856.27,27305,27350,27100,27150,3834253,1.09,1.76
